timestamp,actual_return,xgb_pred,rf_pred,close,signal,trades,strategy_return,net_return,cum_strategy,cum_bh
2026-01-18 13:00:00,-0.0020724065375155,0.00015291988,0.0001593101628521,95108.8,1,0.0,-0.0020724065375155,-0.0020724065375155,995.6893267287896,995.6893267287896
2026-01-18 14:00:00,0.0017947911676186,0.00012236048,-0.00034245046621,94911.9,1,0.0,0.0017947911676186,0.0017947911676186,997.4763811380946,997.4763811380946
2026-01-18 15:00:00,0.0005183632664866,0.00014346186,-2.7863314093336844e-05,95082.4,1,0.0,0.0005183632664866,0.0005183632664866,997.9934362532647,997.9934362532647
2026-01-18 16:00:00,0.0009540110686993,0.00014346186,6.482349410779961e-05,95131.7,1,0.0,0.0009540110686993,0.0009540110686993,998.9455330379394,998.9455330379394
2026-01-18 17:00:00,0.0019367407548707,0.00014872767,1.4275913264126285e-05,95222.5,1,0.0,0.0019367407548707,0.0019367407548707,1000.88023156367,1000.88023156367
2026-01-18 18:00:00,-0.0008094916478252,0.00015917902,0.0001275188625065,95407.1,1,0.0,-0.0008094916478252,-0.0008094916478252,1000.0700273757459,1000.0700273757459
2026-01-18 19:00:00,-0.0006957215505696,0.00014872767,0.0003323313350254,95329.9,1,0.0,-0.0006957215505696,-0.0006957215505696,999.3742571056218,999.3742571056218
2026-01-18 20:00:00,0.0012787893214491,0.00016115476,0.0001655642568163,95263.6,1,0.0,0.0012787893214491,0.0012787893214491,1000.6522462337397,1000.6522462337397
2026-01-18 21:00:00,0.0007723557810482,0.00016115476,0.0003653844017858,95385.5,1,0.0,0.0007723557810482,0.0007723557810482,1001.4251057809371,1001.4251057809371
2026-01-18 22:00:00,-0.0193203176263911,0.00022177893,0.0010955020352365,95459.2,1,0.0,-0.0193203176263911,-0.0193203176263911,982.0772546582072,982.0772546582072
2026-01-18 23:00:00,-0.0100640797581905,0.00035379242,0.0028304788773796,93632.6,1,0.0,-0.0100640797581905,-0.0100640797581905,972.1935508386223,972.1935508386223
2026-01-19 00:00:00,-0.0018951005728419,0.00035489228,0.0024033667426683,92695.0,1,0.0,-0.0018951005728419,-0.0018951005728419,970.3511462835147,970.3511462835147
2026-01-19 01:00:00,0.0002907072582192,0.0004201106,0.0037053303145276,92519.5,1,0.0,0.0002907072582192,0.0002907072582192,970.6332344047606,970.6332344047606
2026-01-19 02:00:00,0.0011231296753756,0.00041128014,0.003411784862991,92546.4,1,0.0,0.0011231296753756,0.0011231296753756,971.7233813942264,971.7233813942264
2026-01-19 03:00:00,-0.000109017883898,0.0003695449,0.0028380969216261,92650.4,1,0.0,-0.000109017883898,-0.000109017883898,971.6174461674526,971.6174461674526
2026-01-19 04:00:00,-0.0016237215952419,0.0003574719,0.0023779749859738,92640.3,1,0.0,-0.0016237215952419,-0.0016237215952419,970.0398099377967,970.0398099377967
