timestamp,open,high,low,close,volume,rsi,stoch_osc,ema_20,ema_50,ema_dist,ema_cross,atr,bb_high,bb_low,bb_width,return_1h,return_4h,return_24h,vol_change,hour,day_of_week,target
2025-12-25 18:00:00,88081.4,88256.0,88081.3,88178.5,30.44009238,63.937613129838375,72.0321017565114,87739.78119312385,87526.37509169489,0.0050002268174168685,0.0024381919302083753,295.77168400087027,88220.09580084057,87232.16419915941,0.011203769645448317,0.0011017821957538746,0.005811919957196982,0.008816400374849053,-0.4851812020151437,18,3,-0.001026854313805079
2025-12-25 19:00:00,88178.6,88178.6,88013.0,88088.0,8.92359089,60.9098773907035,65.18019382192624,87772.94488901681,87548.39959790294,0.003589433069399158,0.002564813202127906,286.4737065722371,88265.02893404693,87234.66106595307,0.011697028745048826,-0.001026854313805079,-0.002016401804131584,0.006711235827477199,-0.7068474438709966,19,3,-0.002897892048000771
2025-12-25 20:00:00,88088.0,88100.0,87571.7,87833.1,52.36385827,53.25978167083563,45.881284070260854,87778.6739472057,87559.56431955381,0.0006200373091423776,0.0025024065543796745,303.74701324564893,88268.99979764601,87265.19020235399,0.01142860260302809,-0.002897892048000771,-0.002450511995732824,0.003843058914196713,4.868025430063167,20,3,6.489370243037456e-05
2025-12-25 21:00:00,87833.2,87912.3,87765.0,87838.8,8.86009477,53.40072612656393,46.31284070260467,87784.40023794802,87570.51473839485,0.0006196973711106369,0.0024424373910799436,292.57222658524563,88276.28586545913,87278.66413454089,0.011357415298458531,6.489370243037456e-05,-0.002758070463621553,0.002326278236221326,-0.8307975183128156,21,3,-0.002838763659009917
2025-12-25 22:00:00,87838.8,87843.9,87290.0,87589.8,34.51245835,46.76635239486183,27.460629921259866,87765.86688195297,87571.27102316367,-0.002006097452324845,0.0022221426789366056,311.23849611487054,88269.07182039814,87260.45817960186,0.011515195157384498,-0.002838763659009917,-0.006698616318385286,-0.003991348084266258,2.8952696608684247,22,3,-0.004483157934621351
2025-12-25 23:00:00,87589.8,87691.8,86944.9,87198.0,51.51315248,38.63313331145616,15.789145352464493,87711.78432176699,87556.63294382392,-0.0058576430264169616,0.0017720116994747,342.357174963809,88296.14088277165,87173.87911722837,0.012870269565165304,-0.004483157934621351,-0.010154919939201599,-0.004755983536258777,0.4925958608219514,23,3,-0.0016757536202677257
2025-12-26 00:00:00,87183.0,87271.3,86848.0,87052.0,138.12570716,36.1127714456147,12.000705923877916,87648.94771969394,87536.84341661514,-0.006810666131474978,0.0012806527937643279,348.13880532353716,88333.96581973076,87064.55418026926,0.014582222573421604,-0.0016757536202677257,-0.008932781511468528,-0.004997142862909611,1.6813677771638482,0,4,0.0036486221708194747
2025-12-26 01:00:00,87052.0,87405.2,87051.9,87370.2,39.88842558,44.596252790603835,30.719454085534377,87622.40031781833,87530.30838066945,-0.0028782630572042308,0.0010521148485891007,348.50746208614186,88332.82579413982,87031.57420586018,0.014893540226297335,0.0036486221708194747,-0.005349053043079531,-0.0029828354917893,-0.7112164969132455,1,4,0.01960394871903803
2025-12-26 02:00:00,87370.2,89332.9,87370.1,89099.9,215.96674297,68.82785219769468,90.62336512535714,87763.11457326422,87591.86099319223,0.01523174551445339,0.001955131197467109,463.8140719371309,88647.08132153843,86851.38867846158,0.02015369987033488,0.01960394871903803,0.01709365933496841,0.014195698076631532,4.414270927712058,2,4,-0.004086908032515705
2025-12-26 03:00:00,89100.0,89181.6,88625.0,88736.5,101.06909727,62.63022129045272,75.99903416636502,87855.81794723905,87636.74879738077,0.010024174532070688,0.0024997407236634272,470.4416382273362,88792.61313730218,86800.86686269783,0.022445625809045272,-0.004086908032515705,0.0174899092370739,0.010688394255583116,-0.5320154581206074,3,4,0.00181496630998726
2025-12-26 04:00:00,88736.5,89043.4,88460.9,88897.7,37.95474325,64.17141063854146,82.48621674916504,87955.04480940675,87686.19786415016,0.010717465867204314,0.003066012118270981,478.44580692538364,88961.1200328838,86769.30996711619,0.024655419271450346,0.00181496630998726,0.020980629167328936,0.012800694643100333,-0.624467376525525,4,4,0.00040712674800226804
2025-12-26 05:00:00,88897.8,88934.0,88766.5,88933.9,17.6698552,64.52523135764702,83.94301581552574,88048.26911327278,87735.12735967369,0.010058470151047098,0.0035691719271729564,456.2353921449991,89111.47395290957,86766.28604709044,0.026370010826233036,0.00040712674800226804,0.01773913374451169,0.013841517639308907,-0.5344493550223133,5,4,0.001339423866023551
2025-12-26 06:00:00,88934.0,89171.7,88933.5,89053.1,31.60046816,65.72549622818893,88.73998953680272,88143.96729296108,87786.81256125511,0.010314179574164958,0.00406843261858678,440.6614355632132,89259.74748066776,86786.87251933223,0.027768544400313205,0.001339423866023551,-0.0005253911085025305,0.014636120878032122,0.7883829721479549,6,4,-0.007644828358804576
2025-12-26 07:00:00,89053.1,89484.6,88292.1,88374.9,202.14916275,54.43954382573198,57.91170446787495,88165.96088410766,87809.87481375491,0.0023698388107739814,0.004055193918770562,494.36419016584085,89286.41197353997,86851.45802646002,0.027552551087242534,-0.007644828358804576,-0.0040833114347914035,0.0066814015254610835,5.397030630257599,7,4,0.0033877525556495927
2025-12-26 08:00:00,88375.0,88798.3,88358.5,88674.8,37.43876054,57.88351730735854,69.28620192672376,88214.42175228788,87843.79344850962,0.005218854678942421,0.004219174619268951,490.4667480111381,89342.39858973012,86914.14141026986,0.027383847265065785,0.0033877525556495927,-0.0025105251891291494,0.013014718075051187,-0.8147963611093413,8,4,0.0008465563643064416
2025-12-26 09:00:00,88674.8,88820.1,88607.3,88749.9,9.44773844,58.7249274348588,72.13456724569484,88265.41968064141,87879.32703876414,0.005488902914771282,0.004393441038834588,470.6334088674856,89402.46885014548,86970.77114985454,0.02739944158011379,0.0008465563643064416,-0.002071095572824996,0.01463389535409929,-0.7476482045951833,9,4,-0.0005714314851932515
2025-12-26 10:00:00,88749.9,88809.4,88611.1,88699.2,12.91100449,57.88417488473999,70.21163619813369,88306.7320920089,87911.47891959692,0.004444371325871039,0.004496035981529459,451.18102251980724,89449.11164953993,87027.29835046004,0.027303665637118387,-0.0005714314851932515,-0.003981950924041875,0.015161848450173232,0.36657090710059914,10,4,-0.0022652673914307347
2025-12-26 11:00:00,88699.2,88699.2,88484.2,88498.5,41.27263455,54.55451047428737,62.599560039444604,88324.99570229376,87934.49935412253,0.001964385011588905,0.004440763875832834,434.31094948267815,89466.04385692533,87033.63614307466,0.027485298777387968,-0.0022652673914307347,0.001397610043331949,0.011776615993490374,2.196702052266113,11,4,0.0012861999538385435
2025-12-26 12:00:00,88498.5,88679.3,88498.4,88612.4,16.55341512,56.0979391315678,66.91951756049421,88352.36754017054,87961.08369317655,0.0029431295059662846,0.00444837456026411,416.2101673767732,89500.38983261888,87055.67016738112,0.027588911543280182,0.0012861999538385435,-0.0007039425584789837,0.012769018556811323,-0.5989251643253775,12,4,0.003935261438979542
2025-12-26 13:00:00,88612.4,88979.6,88581.7,88961.8,24.36746344,60.526707682409366,80.17143290601526,88410.40872682096,88000.32746991473,0.0062367234935288,0.004659996942016184,414.90229827843285,89575.91926351994,87068.18073648006,0.028188936454072205,0.003935261438979542,0.002384762516194261,0.01562129070269692,0.4720505263327197,13,4,-0.01808713792765093
2025-12-26 14:00:00,88961.8,88992.6,87290.3,87367.2,106.58554771,40.464281472454,12.960907633493706,88311.05551474278,87975.49894168279,-0.010687852265396314,0.0038142048308521187,506.8592769728307,89602.02747833989,86960.94252166011,0.030229708136231725,-0.01808713792765093,-0.015130943926263553,-0.003431322985027902,3.3740928542868467,14,4,-0.0034523258925481986
2025-12-26 15:00:00,87341.2,87341.2,86611.7,87066.1,242.75186113,37.909090054096026,15.816770510634111,88192.48832286251,87939.83623808739,-0.012771930402268818,0.002873010635260861,524.6193286176285,89652.1264353494,86808.6535646506,0.0326587830475789,-0.0034523258925481986,-0.016318002427381136,-0.013685116325099785,1.277530737942858,15,4,-0.003255698041442184
2025-12-26 16:00:00,87066.1,87287.7,86762.7,86783.1,99.39652268,35.631645318008324,5.9660969751821575,88058.26086354227,87894.4740326722,-0.014480877217394602,0.0018634485577465074,524.6465194306551,89726.33156867478,86629.44843132522,0.035685325107648415,-0.003255698041442184,-0.020859900422661788,-0.014477032510142332,-0.5905426956674472,16,4,0.005165065650286728
2025-12-26 17:00:00,86783.1,87363.3,86755.6,87232.5,51.34948674,41.628664437932485,21.60882731734488,87979.61697177634,87868.51426668504,-0.008491932534964478,0.0012644199804504983,530.5789108998938,89744.3690817463,86550.78091825369,0.036610072662053926,0.005165065650286728,-0.019630096211354607,-0.009684419030174746,-0.48338749328971997,17,4,-0.00036460949351722525
2025-12-26 18:00:00,87232.5,87289.7,87053.5,87200.7,86.11261329,41.335195757556995,20.501931845869965,87905.43440303575,87842.32547191308,-0.008016960587494822,0.0007184342033709759,509.5518458356155,89760.70360104468,86495.53639895532,0.03744427742081612,-0.00036460949351722525,-0.0019075677772208365,-0.011150810719445766,0.6769907307159191,18,4,0.0027084629920058508
2025-12-26 19:00:00,87200.8,87505.0,87167.8,87437.2,20.21208203,44.47051409610689,28.73403181454271,87860.84065036567,87826.43819850474,-0.004821723161647362,0.0003917095189853938,497.24099970449987,89748.55955983282,86531.60044016715,0.036791652976829875,0.0027084629920058508,0.004253221107333452,-0.0074154934136347606,-0.765283141948879,19,4,0.0007396860158759829
2025-12-26 20:00:00,87437.2,87709.9,87324.7,87501.9,29.74842168,45.3313106074517,30.98611159455583,87826.65582652131,87813.71121032808,-0.00369769090562649,0.00014740996610681706,489.2380711541782,89721.37374246164,86603.77625753832,0.0356289118856084,0.0007396860158759829,0.008248605164651633,-0.0037779153497579467,0.4718138208545555,20,4,-0.0011640805879362657
2025-12-26 21:00:00,87501.9,87615.1,87400.0,87400.1,33.75397824,44.17108331635309,33.11352849762719,87786.03146209072,87797.49116286423,-0.004396274164157533,-0.0001305242396078953,469.6567803574516,89719.88058500063,86608.25941499935,0.035602032148719265,-0.0011640805879362657,0.0019194589264285283,-0.005006889640124624,0.13464770007253724,21,4,0.0008771885242491167
2025-12-26 22:00:00,87400.1,87497.1,87260.0,87476.8,21.62160243,45.30690350219559,36.33499936998625,87756.58084665351,87784.91503883034,-0.0031881466205069824,-0.00032276834994140476,453.0455817604912,89603.9391592756,86561.89084072442,0.034775486969701494,0.0008771885242491167,0.003161256944194808,-0.0012909374568656105,-0.3594354337653327,22,4,-0.001981916241111836
2025-12-26 23:00:00,87476.6,87476.6,87272.9,87303.6,16.07410981,43.171009045262,29.060439329665513,87713.43981363889,87766.03993926838,-0.004672485932710605,-0.0005993220802246719,435.2494687775996,89537.3807995162,86485.15920048377,0.03496100503338273,-0.001981916241111836,-0.0015291222889229916,0.001210304236643836,-0.25657176141130256,23,4,0.00044089262574065544
2025-12-27 00:00:00,87303.6,87342.1,87177.5,87342.1,22.98420616,43.80518414360441,30.677474904448154,87678.07411710185,87749.4148436108,-0.0038319057584809205,-0.0008130051537790123,415.91736386491436,89429.22437735449,86437.75562264552,0.0342500209487632,0.00044089262574065544,-0.0018279156790583816,0.0033269504826521122,0.4298898310188912,0,5,0.0007931172037488665
2025-12-27 01:00:00,87342.1,87411.4,87289.7,87411.4,8.58351079,44.995050537163166,33.588138939056414,87652.67658213977,87736.15935954762,-0.002752643633348441,-0.000951520764269233,394.9018378745631,89295.55581665125,86419.17418334873,0.03290625288351997,0.0007931172037488665,0.00012928211262680606,0.0004714455155816296,-0.6265474330395582,1,5,-0.0004199418665367295
